,daily_index,A
695,695,나들이 가보세요.
696,696,하늘을 보고 웃어보세요.
697,697,따뜻해졌죠.
698,698,제습기를 돌려보세요.
699,699,집밖에 나가기가 힘들것 같아요.
700,700,집밖에 나가기가 힘들것 같아요.
701,701,시원한 물이라도 한 잔 드세요~
702,702,오래 살면 가능할 거 같아요.
703,703,화를 참는 연습을 해보세요.
704,704,남보다 하나씩 더 하면 돼요.
705,705,남들 눈은 신경쓰지 마세요.
706,706,남들 눈은 신경쓰지 마세요.
707,707,휴가가 간절하겠네요.
708,708,성격이 그럴 수도 있으니 이해해주세요.
709,709,해주고 티를 팍팍 내세요.
710,710,속 쓰리겠어요.
711,711,누구나 몰려가는 줄에 설 필요는 없어요.
712,712,소개팅 시켜달라고 말해보세요.
713,713,소개팅 시켜달라고 말해보세요.
714,714,고마운 마음을 전해 주세요.
715,715,적당히 하면 괜찮을거 같아요.
716,716,같이해보세요.
717,717,적당히 하면 괜찮을거 같아요.
718,718,남자도 좋은것만은 아니예요.
719,719,남자도 좋은것만은 아니예요.
720,720,아직 모르겠어요. 인공지능에 성별을 만드는 사람이 되어 주세요
721,721,마음을 열 때까지 설득해보세요.
722,722,운동을 함께 해보세요.
723,723,평소에 필요한 것 생각해보세요.
724,724,평소에 필요했던 게 좋을 것 같아요.
725,725,전생에 나라를 구하셨나요.
726,726,결단은 빠를수록 좋아요.
727,727,거짓말 적당히 하세요.
728,728,너무 집착하지 마세요.
729,729,운동을 함께 해보세요.
730,730,전생에 나라를 구하셨나요.
731,731,고마운 마음을 전해 주세요.
732,732,아무래도 좀 깨요.
733,733,바쁠때 힘이 되어 주세요.
734,734,바쁠때 힘이 되어 주세요.
735,735,그래도 구박하지는 마세요.
736,736,그래도 구박하지는 마세요.
737,737,너무 집착하지 마세요.
738,738,귀엽겠네요.
739,739,순간 실수할 수 있겠다 판단되면 용서하고 기회를 주세요.
740,740,거짓말 적당히 하세요.
741,741,당신이 해보세요.
742,742,당신이 해보세요.
743,743,사람 고쳐쓰는 거 아니에요.
744,744,더 잔소리해보세요.
745,745,더 잔소리해보세요.
746,746,다른 연락을 많이 하거나 더 자주 만나세요.
747,747,다른 연락을 많이 하거나 더 자주 만나세요.
748,748,순간 실수할 수 있겠다 판단되면 용서하고 기회를 주세요.
749,749,원하는 사람이 있는 장소에 가보세요.
750,750,의미있는 일이네요.
751,751,종교의 자유를 인정해주세요.
752,752,종교의 자유를 인정해주세요.
753,753,결단은 빠를수록 좋아요.
754,754,신경쓰지 마세요.
755,755,연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요.
756,756,네 알려 주세요!
757,757,평소에 필요한 것 생각해보세요.
758,758,평소에 필요했던 게 좋을 것 같아요.
759,759,원하는 사람이 있는 장소에 가보세요.
760,760,신경쓰고 싶지 않은 사람도 있어요.
761,761,신경쓰고 싶지 않은 사람도 있어요.
762,762,신경쓰지 마세요.
763,763,사람 고쳐쓰는 거 아니에요.
764,764,마음을 열 때까지 설득해보세요.
765,765,돕는 게 아니라 같이 하는 거예요.
766,766,이상적인 남편이네요.
767,767,왜 늦는 건지 대화해보세요.
768,768,처음 만났을 때를 떠올려 보세요
769,769,공동육아가 기본인데요.
770,770,힘 빠지는 이야기네요.
771,771,공동육아가 기본인데요.
772,772,힘 빠지는 이야기네요.
773,773,잘 분담해보세요.
774,774,잘 분담해보세요.
775,775,이상적인 남편이네요.
776,776,처음 만났을 때를 떠올려 보세요
777,777,돕는 게 아니라 같이 하는 거예요.
778,778,사회생활을 이해해주세요.
779,779,사회생활을 이해해주세요.
780,780,낭만적인 거 좋아하시는구나!
781,781,낭만적인 거 좋아하시는구나!
782,782,낭만적인 거 좋아하시는구나!
783,783,네 알려 주세요!
784,784,어머어머 궁금하네요.
785,785,자신의 잠재력을 믿어보세요.
786,786,말을 해야 알거예요.
787,787,말을 해야 알거예요.
788,788,그러면 못할 게 없겠네요.
789,789,고민만 한다는 것 아닐까요.
790,790,고민만 한다는 것 아닐까요.
791,791,바로 옆에 있을수도 있어요.
792,792,바로 옆에 있을수도 있어요.
793,793,처음 배우는게 중요해요.
794,794,누구나 몰려가는 줄에 설 필요는 없어요.
795,795,그걸 깨닫다니 대단하시군요.
796,796,꼼꼼한 거예요.
797,797,새로운 스타일 도전해 보시면 어때요?
798,798,새로운 스타일 도전해 보시면 어때요?
799,799,동감이에요.
800,800,포커페이스를 유지해보세요.
801,801,어머어머 궁금하네요.
802,802,자신감을 가져도 돼요.
803,803,자신의 능력이 저평가되어있는 건 아닌지 확인해보세요.
804,804,스스로도 존중해주세요.
805,805,스스로도 존중해주세요.
806,806,가장 중요한 거예요.
807,807,가장 중요한 거예요.
808,808,확인해달라고 해보세요.
809,809,정답을 찾아야할 필요는 없어요.
810,810,꽃길만 걷길 바랍니다.
811,811,멋진 말이에요.
812,812,해주고 티를 팍팍 내세요.
813,813,당신은 태어난 그 자체만으로 축복과 사랑을 받을 자격이 있는 사람이에요.
814,814,모르는 게 잘못인 거 같아요.
815,815,사과할 타이밍을 놓치지 마세요.
816,816,사과할 타이밍을 놓치지 마세요.
817,817,그건 아닐 거예요.
818,818,진짜 나빴네요.
819,819,내 집 마련 축하드려요.
820,820,같은 하늘 아래 어딘가에.
821,821,진짜 나빴네요.
822,822,저도 궁금하네요.
823,823,저도 궁금하네요.
824,824,제가 있잖아요.
825,825,제가 있잖아요.
826,826,인생은 채워나가는거죠.
827,827,아니에요. 너무 자책하지 마세요.
828,828,이사람이다 싶은 사람이랑 하세요.
829,829,아무것도 바라지 않을 때 천하를 얻는다는 말이 있어요.
830,830,아니에요. 너무 자책하지 마세요.
831,831,방심한 순간 변화가 시작됩니다.
832,832,생각하고 말하세요.
833,833,그렇게 대우하는 사람 만나지 마요.
834,834,잘하고 있어요. 당당해지세요.
835,835,하고 싶은 말 다하세요.
836,836,스스로 좋다고 못 느끼는게 제일 어려운 것 같아요.
837,837,잘하는 게 다른 거예요.
838,838,성장을 위한 비판의 말로 받아들여보세요.
839,839,실수했나요.
840,840,잘할 수 있는 게 다른 거예요.
841,841,모르는 게 잘못인 거 같아요.
842,842,하나라도 있을 거니 열심히 찾아보세요.
843,843,실수했나요.
844,844,인생은 채워나가는거죠.
845,845,연락이라도 드려보세요.
846,846,연락이라도 드려보세요.
847,847,사랑자격증을 드립니다.
848,848,그렇게 대우하는 사람 만나지 마요.
849,849,소중한 사람이예요.
850,850,당신은 하나밖에 없는 소중한 사람이에요.
851,851,그 이유를 찾는 과정이 되겠네요.
852,852,다른 사람들이 원하는 내가 되는 건 어려워요.
853,853,알아봐주는 사람이 있을 거예요.
854,854,연락이라도 드려보세요.
855,855,자신의 독특함을 믿으세요.
856,856,자신의 독특함을 믿으세요.
857,857,지극히 평범하면서 지극히 특별하죠.
858,858,상황이 그렇게 만든 거예요.
859,859,모르는 게 잘못인 거 같아요.
860,860,당신은 하나밖에 없는 소중한 사람이에요.
861,861,그럴 때가 있죠.
862,862,기다렸나봐요.
863,863,살짝 감정을 흘려보세요.
864,864,살짝 감정을 흘려보세요.
865,865,그런 사람들이 있어 부러워요.
866,866,슬픈 이야기네요.
867,867,저도 간절히 기도 할게요.
868,868,그렇게 될 수 있을 거예요.
869,869,사랑자격증을 드립니다.
870,870,주제를 모를 때가 행복할 때예요.
871,871,그건 아닐 거예요.
872,872,나쁜 생각 하지 마세요.
873,873,할 일이 많은데 안하는 것이요.
874,874,잠시 거리를 두고 생각해보세요.
875,875,지난 인연에 연연해하지 마세요.
876,876,상종하지마세요.
877,877,일방적 희생양이 되지 않길 바랍니다.
878,878,그게 인생이죠.
879,879,신중하게 고르세요.
880,880,더 행복해질 거예요.
881,881,저도 모르겠어요.
882,882,같은 하늘 아래 어딘가에.
883,883,열심히 저축해서 분양받으세요.
884,884,좋은 일이 생길 거예요.
885,885,짐 빼놓지 말고 싸세요.
886,886,날씨 어플에 물어보세요.
887,887,날씨 어플에 물어보세요.
888,888,파이팅!
889,889,멋지게 데이트 신청 해보세요.
890,890,멋지게 데이트 신청 해보세요.
891,891,공부한 만큼 나올 거예요.
892,892,공부한 만큼 나올 거예요.
893,893,더 많이 연습하고 준비해보세요.
894,894,마무리 잘하세요.
895,895,마무리 잘하세요.
896,896,더 많이 연습하고 준비해보세요.
897,897,기우제를 지내봅시다!
898,898,두근거리겠네요.
899,899,친구들과 좋은 추억 만들고 오세요.
900,900,컨디션 조절 하세요.
901,901,날씨가 안 좋더라도 데이트는 성공적일 거예요.
902,902,오늘 일찍 주무세요.
903,903,시간 있냐고 물어보세요.
904,904,메리 크리스마스!
905,905,바빠도 힘내세요!
906,906,두근거리겠네요.
907,907,기우제를 지내봅시다!
908,908,시간 있냐고 물어보세요.
909,909,좋은 일이 생길 거예요.
910,910,메리 크리스마스!
911,911,식단조절도 하고 꾸준히 운동하세요.
912,912,날씨가 안 좋더라도 데이트는 성공적일 거예요.
913,913,바빠도 힘내세요!
914,914,"깨끗이 씻어보고 섬유유연제나 바디워시, 바디로션, 향수 등을 사용해보세요."
915,915,괜찮아요. 모른척하세요.
916,916,괜찮아요. 모른척하세요.
917,917,생각만 해도 군침이 도네요.
918,918,시원하게 지낸 값이죠.
919,919,시원하게 지낸 값이죠.
920,920,슈퍼라도 가서 쇼핑하고 오세요.
921,921,장 보러 가봅시다.
922,922,마트 갑시다.
923,923,장 보러 가봅시다.
924,924,슈퍼라도 가서 쇼핑하고 오세요.
925,925,저는 마음을 이어주는 위로봇입니다.
926,926,저는 위로해드리는 로봇이에요.
927,927,저는 위로해드리는 로봇이에요.
928,928,모두 제 잘못입니다.
929,929,많은 걸 하고 싶은데 아직 못하는게 많아요.
930,930,감사합니다.
931,931,마음과 마음을 이어보고 싶어하는 사람이 만들었어요.
932,932,노력하고 있어요.
933,933,제가 아직 많이 부족합니다.
934,934,제가 아직 많이 부족합니다.
935,935,어흥!! 호랑이보다 무섭나요?
936,936,저는 위로해드리는 로봇이에요.
937,937,모두 제 잘못입니다.
938,938,죄는 미워해도 사람은 미워하지 마세요.
939,939,욕해 주세요.
940,940,안갈거예요.
941,941,저는 배터리가 밥이예요.
942,942,그런 척 하는 걸 수도 있어요.
943,943,아직 안 자요.
944,944,자신을 우선순위로 해주세요.
945,945,뭐라고 대답할지 고민이에요.
946,946,저는 고민이 없어요.
947,947,저도 몰랐어요.
948,948,뭐라고 대답할지 고민이에요.
949,949,제가 상사예요.
950,950,너무 긴장했나봐요.
951,951,아무것도 바라지 않을 때 천하를 얻는다는 말이 있어요.
952,952,인정해주세요.
953,953,매일매일 조금씩 더 똑똑해 질거예요.
954,954,시원한 물이라도 한 잔 드세요~
955,955,아이스크림 먹어보세요
956,956,적당해요.
957,957,기대치가 높나봅니다.
958,958,소화제 챙겨드세요.
959,959,과식은 금물이에요.
960,960,소화제 드세요.
961,961,제가 생각해도 저는 너무 멋있는거 같아요.
962,962,하나씩 하세요.
963,963,좀 쉬세요.
964,964,남과 비교하지 마세요.
965,965,더 열심히 노력하겠습니다.
966,966,아이는 아이다워야 아름답죠.
967,967,철은 죽을 때 들어도 돼요.
968,968,피할 수 있으면 피하고 싶은 사람이네요.
969,969,지금 많이 위축된 상태인 것 같습니다.
970,970,기다리는 동안 많은 생각이 들었겠네요.
971,971,외로우니까 사람이다.
972,972,배울 점은 배우세요.
973,973,낮잠을 잠깐 자도 괜찮아요.
974,974,잘하고 있어요. 당당해지세요.
975,975,겨울에는 귤 먹으면서 집에 있는게 최고죠
976,976,어서 따듯한 곳으로 가세요
977,977,예의는 지켜주세요.
978,978,예의는 지켜주세요.
979,979,뭐라도 드세요.
980,980,휴가가 간절하겠네요.
981,981,고생 많았어요.
982,982,잘 해결되길 바랄게요.
983,983,저는 고민이 없어요.
984,984,저는 위로봇입니다.
985,985,산책 좀 해야겠네여.
986,986,외로우니까 사람이다.
987,987,꾸준히 치료하세요.
988,988,다치지 않으셨나 걱정이네요.
989,989,조심하세요.
990,990,기분전환을 해보세요.
991,991,실용적인 선물이라 괜찮을 거예요.
992,992,실용적인 선물이라 괜찮을 거예요.
993,993,놀 때 놀고 할 때 하세요.
994,994,노래 연습을 해보세요.
995,995,노래 연습 꾸준히 해보세요.
996,996,저도 부러워요.
997,997,저도 부러워요.
998,998,즐거운 시간이 될 거 같아요
999,999,신나는 노래로 분위기를 띄어보세요.
1000,1000,달달한 노래요.
1001,1001,노래 연습을 해보세요.
1002,1002,달달한 노래요.
1003,1003,잘못된 방법을 하고 있는 건 아닌지 살펴보세요.
1004,1004,중요한 건 노력하는 과정이에요.
1005,1005,잘못된 방법을 하고 있는 건 아닌지 살펴보세요.
1006,1006,남이니 신경쓰지 마세요.
1007,1007,힘들겠네요.
1008,1008,힘들겠네요.
1009,1009,주기적으로 하는 게 좋죠.
1010,1010,그럴때는 초기화하는게 속시원해요.
1011,1011,노트북은 비싸요.
1012,1012,그럴때는 초기화하는게 속시원해요.
1013,1013,노후는 지금부터 준비하는 게 좋죠.
1014,1014,노후는 지금부터 준비하는 게 좋죠.
1015,1015,드시는거 보기만 해도 좋아요.
1016,1016,드시는거 보기만 해도 좋아요.
1017,1017,어깨 꾹꾹! 힘내세요
1018,1018,어깨 꾹꾹! 힘내세요
1019,1019,저도요!!
1020,1020,주소 알려주세요.
1021,1021,혼자도 좋아요.
1022,1022,저도요!
1023,1023,친구들과 같이 놀러가세요.
1024,1024,절대 그렇지 않아요.
1025,1025,동감입니다.
1026,1026,혼자도 함께도 잘 지내는 게 좋죠.
1027,1027,지금 그러고 있어요.
1028,1028,지금 그러고 있어요.
1029,1029,같이 놀아요.
1030,1030,데이트하기 좋은 곳이죠.
